b,yolov8_seg_map5095,mask_rcnn_map5095,yolov8_seg_map50,mask_rcnn_map50
35,0.4689727223389085,0.38537009792913907,0.6558989670750979,0.5775272785139096
36,0.47488093735487147,0.3943956984500733,0.6488601159399088,0.5772712971826631
37,0.48105290714116616,0.38213403020838804,0.6608691239417198,0.5651471344343221
38,0.46552869401677627,0.385470139545651,0.6623612663980949,0.5666564872582889
39,0.4636341950602515,0.36885642452813877,0.6504599105808087,0.5721112910798969
40,0.4852665929388256,0.40854816449417264,0.6775696150734957,0.6056990967916334
41,0.45867176701575946,0.38894264328635175,0.6413361725876437,0.5819322171468368
42,0.47153060171690775,0.3771643574839927,0.6805973401168388,0.5732518863305731
43,0.45092910294360083,0.36876852833218526,0.6466025956318671,0.545606618705958
44,0.4661962220669152,0.3689846034022987,0.6620105039838886,0.5451607493291872
45,0.48956734017875086,0.41715601065976216,0.6849969160452901,0.5975725018748714
46,0.4829368123839056,0.418068637011818,0.6690074736081156,0.5894674914867265
