epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,925.377,1.55918,2.26137,1.70307,0.48619,0.438,0.45511,0.30925,1.70912,2.2836,1.83322,0.00988079,0.00988079,0.00988079
9,1038.94,1.55547,2.22897,1.70108,0.56151,0.44037,0.48056,0.32359,1.7746,2.34501,1.92008,0.00984449,0.00984449,0.00984449
10,1152.47,1.53231,2.18907,1.68315,0.55391,0.49284,0.5145,0.36196,1.70902,2.16207,1.8319,0.00980345,0.00980345,0.00980345
11,1266.4,1.52024,2.12016,1.66699,0.53946,0.51734,0.51298,0.35179,1.65024,2.05562,1.75222,0.00975773,0.00975773,0.00975773
12,1379.9,1.48891,2.06064,1.63078,0.58292,0.51839,0.53151,0.36568,1.66077,2.01912,1.7603,0.00970736,0.00970736,0.00970736
13,1493.67,1.47159,2.01271,1.62338,0.56309,0.53173,0.54449,0.38904,1.58263,1.9474,1.71165,0.00965239,0.00965239,0.00965239
14,1606.62,1.4636,1.99828,1.62,0.66215,0.50923,0.56579,0.38492,1.6319,1.92073,1.72499,0.00959289,0.00959289,0.00959289
15,1719.97,1.45993,1.97097,1.61027,0.69048,0.5119,0.52853,0.36741,1.63767,2.03576,1.76588,0.00952889,0.00952889,0.00952889
16,1833.65,1.4507,1.95482,1.60735,0.61363,0.55644,0.57088,0.39745,1.58969,1.91947,1.69402,0.00946048,0.00946048,0.00946048
17,1947.63,1.44849,1.91648,1.59313,0.55836,0.56044,0.57062,0.39981,1.55588,1.9377,1.66971,0.00938772,0.00938772,0.00938772
18,2061.04,1.42636,1.87434,1.5819,0.60733,0.5412,0.56984,0.38834,1.62581,1.87132,1.73055,0.00931067,0.00931067,0.00931067
19,2175.13,1.40197,1.84843,1.57018,0.60424,0.57153,0.58809,0.41484,1.54786,1.82067,1.64296,0.00922942,0.00922942,0.00922942
20,2289.16,1.3982,1.81945,1.56201,0.56568,0.54919,0.56336,0.40335,1.53771,1.88622,1.68296,0.00914405,0.00914405,0.00914405
21,2403.12,1.3755,1.78772,1.54231,0.67245,0.53709,0.57116,0.40136,1.57521,1.87467,1.69236,0.00905463,0.00905463,0.00905463
22,2516.66,1.40161,1.80294,1.54131,0.58623,0.59947,0.59521,0.40812,1.58009,1.74972,1.65754,0.00896127,0.00896127,0.00896127
23,2630.5,1.39042,1.79092,1.54387,0.60739,0.56499,0.57639,0.40794,1.56472,1.84211,1.66939,0.00886404,0.00886404,0.00886404
24,2744.75,1.37924,1.76878,1.54052,0.55566,0.59646,0.58096,0.40702,1.59401,1.85449,1.69382,0.00876305,0.00876305,0.00876305
25,2858.83,1.36366,1.71943,1.52247,0.68398,0.57749,0.60795,0.42665,1.54983,1.74828,1.64318,0.00865839,0.00865839,0.00865839
26,2972.79,1.35598,1.69751,1.51943,0.64748,0.5851,0.60906,0.41687,1.56463,1.72475,1.63874,0.00855018,0.00855018,0.00855018
27,3087.47,1.34454,1.69981,1.51286,0.60016,0.60154,0.60656,0.42964,1.54549,1.7162,1.64083,0.00843851,0.00843851,0.00843851
28,3205.8,1.34282,1.66553,1.50499,0.62056,0.58232,0.59552,0.43054,1.50048,1.74401,1.58148,0.00832349,0.00832349,0.00832349
29,3322.38,1.33463,1.64947,1.49965,0.60655,0.61316,0.61552,0.43656,1.54446,1.66292,1.61689,0.00820525,0.00820525,0.00820525
30,3438.1,1.32487,1.62944,1.49051,0.61577,0.61957,0.61405,0.43139,1.53634,1.69233,1.62507,0.00808389,0.00808389,0.00808389
31,3552.39,1.32026,1.61179,1.48011,0.62267,0.59656,0.61707,0.44484,1.49455,1.65788,1.58824,0.00795954,0.00795954,0.00795954
32,3666.91,1.32561,1.61893,1.48688,0.61878,0.59204,0.61052,0.43708,1.5246,1.66487,1.6037,0.00783231,0.00783231,0.00783231
33,3783.26,1.31095,1.59838,1.47391,0.62951,0.60839,0.62259,0.45404,1.46481,1.67148,1.56684,0.00770234,0.00770234,0.00770234
34,3898.97,1.29046,1.5597,1.46188,0.60147,0.64051,0.62611,0.44618,1.5113,1.60461,1.59022,0.00756976,0.00756976,0.00756976
35,4014.71,1.28528,1.54156,1.45283,0.64616,0.61815,0.63197,0.45256,1.48546,1.59835,1.56962,0.00743468,0.00743468,0.00743468
36,4132.54,1.27974,1.53693,1.45039,0.64802,0.61154,0.62936,0.4612,1.43683,1.57165,1.55176,0.00729725,0.00729725,0.00729725
37,4250.33,1.29504,1.52993,1.46266,0.6704,0.60404,0.62646,0.45725,1.4712,1.60487,1.56338,0.00715761,0.00715761,0.00715761
38,4365.34,1.28157,1.50735,1.44854,0.67623,0.60275,0.62651,0.43797,1.5262,1.61984,1.59815,0.00701588,0.00701588,0.00701588
39,4478.93,1.26312,1.4908,1.44299,0.66574,0.61382,0.63249,0.45377,1.48208,1.58654,1.56798,0.00687222,0.00687222,0.00687222
40,4591.19,1.2632,1.4801,1.43644,0.69839,0.59985,0.6433,0.46185,1.47809,1.58763,1.56239,0.00672675,0.00672675,0.00672675
41,4705,1.26358,1.47594,1.43893,0.63498,0.62431,0.64316,0.46662,1.46917,1.55005,1.54858,0.00657963,0.00657963,0.00657963
42,4821.01,1.25175,1.44958,1.42408,0.67488,0.64418,0.66092,0.46913,1.47522,1.51679,1.55727,0.00643101,0.00643101,0.00643101
43,4935.81,1.23167,1.41731,1.41205,0.65367,0.6468,0.6601,0.47462,1.4619,1.52166,1.55905,0.00628101,0.00628101,0.00628101
44,5049.4,1.21482,1.38505,1.39741,0.6421,0.64739,0.6516,0.46942,1.46294,1.54571,1.55405,0.00612981,0.00612981,0.00612981
45,5163.75,1.22556,1.39147,1.4012,0.67888,0.62158,0.6404,0.46939,1.4433,1.54087,1.53599,0.00597754,0.00597754,0.00597754
46,5281.15,1.23301,1.40038,1.40854,0.65035,0.64706,0.65491,0.4774,1.44932,1.50622,1.53119,0.00582435,0.00582435,0.00582435
47,5396.2,1.22192,1.38584,1.39788,0.67565,0.64031,0.65491,0.47565,1.45846,1.50506,1.55151,0.0056704,0.0056704,0.0056704
48,5510.22,1.20618,1.36686,1.39006,0.67615,0.64982,0.66419,0.48057,1.46376,1.50881,1.54454,0.00551584,0.00551584,0.00551584
49,5623.9,1.19703,1.37566,1.39083,0.68037,0.64961,0.67086,0.48304,1.44839,1.49098,1.54208,0.00536081,0.00536081,0.00536081
50,5737.68,1.19962,1.33422,1.38715,0.69356,0.62321,0.66709,0.48836,1.4642,1.49559,1.56436,0.00520548,0.00520548,0.00520548
51,5851.27,1.20028,1.32785,1.38726,0.67061,0.63322,0.65697,0.47412,1.46521,1.51489,1.53599,0.00505,0.00505,0.00505
52,5964.55,1.17807,1.31456,1.36987,0.69326,0.6354,0.67144,0.48726,1.43268,1.46029,1.51415,0.00489452,0.00489452,0.00489452
53,6077.95,1.18261,1.30702,1.36978,0.69896,0.63776,0.66699,0.47823,1.44217,1.43931,1.51578,0.00473919,0.00473919,0.00473919
54,6191.44,1.17092,1.28866,1.35674,0.68825,0.64966,0.6742,0.48962,1.40891,1.44403,1.51352,0.00458416,0.00458416,0.00458416
55,6305.44,1.16286,1.28248,1.35628,0.70927,0.65104,0.68075,0.4889,1.43184,1.42602,1.52193,0.0044296,0.0044296,0.0044296
56,6418.1,1.16867,1.26024,1.35881,0.68099,0.66433,0.67762,0.49161,1.46488,1.43864,1.54107,0.00427565,0.00427565,0.00427565
57,6531.19,1.16034,1.24337,1.34719,0.67937,0.65611,0.67767,0.48681,1.45999,1.45566,1.54686,0.00412246,0.00412246,0.00412246
58,6644.2,1.16439,1.24948,1.34874,0.68867,0.66351,0.67693,0.49529,1.41877,1.4063,1.51097,0.00397019,0.00397019,0.00397019
59,6756.97,1.13853,1.2199,1.33925,0.74666,0.63676,0.68307,0.4927,1.44493,1.41524,1.52719,0.00381899,0.00381899,0.00381899
60,6870.06,1.14251,1.20909,1.33974,0.70782,0.64986,0.68746,0.49748,1.44345,1.40323,1.52766,0.00366899,0.00366899,0.00366899
61,6991.42,1.14605,1.19925,1.33251,0.7176,0.65005,0.6839,0.49664,1.41502,1.39226,1.49756,0.00352037,0.00352037,0.00352037
62,7113.19,1.1304,1.18842,1.32429,0.67308,0.66772,0.682,0.49967,1.43023,1.42308,1.52183,0.00337325,0.00337325,0.00337325
63,7227.68,1.12433,1.18432,1.32368,0.70367,0.64596,0.68173,0.49352,1.4268,1.41507,1.52132,0.00322778,0.00322778,0.00322778
64,7341.29,1.12115,1.16311,1.31267,0.70703,0.63918,0.67871,0.49069,1.43744,1.42679,1.51756,0.00308412,0.00308412,0.00308412
65,7454.57,1.12323,1.16071,1.31636,0.67986,0.67275,0.68506,0.50121,1.42932,1.4128,1.52096,0.00294239,0.00294239,0.00294239
66,7567.71,1.12252,1.15874,1.31029,0.74226,0.64254,0.6948,0.50691,1.41525,1.38548,1.4978,0.00280275,0.00280275,0.00280275
67,7680.84,1.11905,1.14241,1.30897,0.67862,0.66392,0.68554,0.49837,1.44285,1.40135,1.52092,0.00266532,0.00266532,0.00266532
68,7794.57,1.1098,1.12128,1.30578,0.72747,0.6536,0.69464,0.50327,1.41064,1.38992,1.49,0.00253024,0.00253024,0.00253024
69,7907.89,1.10015,1.11711,1.2989,0.70881,0.66501,0.69407,0.50115,1.41892,1.38678,1.49992,0.00239766,0.00239766,0.00239766
70,8020.79,1.08221,1.10669,1.28612,0.71755,0.66704,0.695,0.49814,1.43501,1.37426,1.51076,0.00226769,0.00226769,0.00226769
71,8133.75,1.08354,1.10377,1.28781,0.73181,0.65987,0.69837,0.50358,1.44,1.38633,1.51042,0.00214046,0.00214046,0.00214046
72,8247.65,1.07974,1.07621,1.28256,0.75134,0.65502,0.69786,0.51203,1.39216,1.36051,1.49175,0.00201611,0.00201611,0.00201611
73,8361.09,1.08501,1.08991,1.28473,0.7289,0.6636,0.69924,0.5044,1.43062,1.37834,1.518,0.00189475,0.00189475,0.00189475
74,8476.74,1.08124,1.0831,1.28193,0.71672,0.67991,0.70098,0.50871,1.41712,1.38743,1.50099,0.00177651,0.00177651,0.00177651
75,8593.89,1.05807,1.06209,1.26719,0.71779,0.66844,0.69954,0.50952,1.41037,1.37573,1.50011,0.00166149,0.00166149,0.00166149
76,8707.69,1.07285,1.05896,1.2718,0.7314,0.66594,0.69905,0.50605,1.41601,1.38866,1.50418,0.00154982,0.00154982,0.00154982
77,8821.17,1.06253,1.04223,1.2717,0.74408,0.65257,0.70371,0.51079,1.40428,1.37596,1.49804,0.00144161,0.00144161,0.00144161
78,8934.75,1.06171,1.04306,1.27215,0.71419,0.67352,0.69924,0.50922,1.41666,1.3742,1.5067,0.00133695,0.00133695,0.00133695
79,9052.56,1.0565,1.02925,1.2657,0.72284,0.6699,0.69769,0.51317,1.40409,1.36681,1.49615,0.00123596,0.00123596,0.00123596
80,9170.24,1.04992,1.02684,1.26007,0.72619,0.67235,0.69983,0.51202,1.42851,1.3778,1.5091,0.00113873,0.00113873,0.00113873
81,9284.67,1.01637,0.93057,1.23859,0.73247,0.65214,0.68995,0.50537,1.40816,1.38693,1.50083,0.00104537,0.00104537,0.00104537
82,9398.91,1.00527,0.89361,1.23081,0.71003,0.66663,0.69498,0.50423,1.39771,1.37596,1.49287,0.000955951,0.000955951,0.000955951
83,9513.26,0.99975,0.87011,1.2287,0.71816,0.6649,0.69593,0.50536,1.41611,1.37141,1.5084,0.000870577,0.000870577,0.000870577
84,9627.16,0.9929,0.86202,1.22585,0.73993,0.6559,0.70053,0.51016,1.40257,1.37488,1.50177,0.000789327,0.000789327,0.000789327
85,9742.02,0.98201,0.84357,1.21608,0.74082,0.66108,0.69827,0.51284,1.39085,1.36504,1.48631,0.000712282,0.000712282,0.000712282
86,9856.44,0.97542,0.85108,1.20946,0.69895,0.6847,0.69986,0.51139,1.41124,1.36929,1.50275,0.000639518,0.000639518,0.000639518
87,9971.23,0.97216,0.82691,1.19923,0.7405,0.65554,0.69754,0.51072,1.39524,1.36133,1.49032,0.000571106,0.000571106,0.000571106
88,10085.6,0.96527,0.82916,1.20028,0.73783,0.6562,0.69703,0.51189,1.39972,1.35603,1.49506,0.000507115,0.000507115,0.000507115
89,10200.2,0.96721,0.82893,1.19866,0.74939,0.6548,0.70249,0.51427,1.4007,1.3482,1.4979,0.000447606,0.000447606,0.000447606
90,10314.9,0.96338,0.83067,1.20063,0.76811,0.65102,0.70102,0.51336,1.39696,1.35233,1.49721,0.00039264,0.00039264,0.00039264
91,10429.2,0.9499,0.81746,1.19058,0.75134,0.64846,0.7,0.5164,1.39507,1.35442,1.49593,0.00034227,0.00034227,0.00034227
92,10543.6,0.96052,0.80846,1.19763,0.75173,0.65571,0.70082,0.51614,1.39218,1.3553,1.49599,0.000296546,0.000296546,0.000296546
93,10660.7,0.95238,0.80528,1.19048,0.76021,0.65688,0.70048,0.51526,1.3905,1.34759,1.49406,0.000255513,0.000255513,0.000255513
94,10780.4,0.95752,0.79769,1.19223,0.74471,0.65634,0.69684,0.51481,1.38626,1.34759,1.49488,0.000219212,0.000219212,0.000219212
95,10897.6,0.95441,0.80245,1.19238,0.75672,0.65354,0.70052,0.51512,1.3836,1.3456,1.48966,0.000187678,0.000187678,0.000187678
96,11011.7,0.94616,0.78156,1.17883,0.76345,0.64541,0.70066,0.51483,1.39579,1.35584,1.49554,0.000160943,0.000160943,0.000160943
97,11126.1,0.95294,0.8009,1.18905,0.69524,0.69329,0.70045,0.5158,1.3929,1.35299,1.49418,0.000139032,0.000139032,0.000139032
98,11237.1,0.94421,0.79426,1.18242,0.72048,0.66729,0.70149,0.51866,1.38393,1.34963,1.48978,0.000121968,0.000121968,0.000121968
99,11348.3,0.94425,0.78494,1.18219,0.76502,0.64916,0.70217,0.51865,1.38046,1.34965,1.48767,0.000109768,0.000109768,0.000109768
100,11459.2,0.93647,0.78318,1.17868,0.75101,0.65478,0.70085,0.51614,1.38829,1.35573,1.49085,0.000102443,0.000102443,0.000102443
