epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,9804.74,0.81735,1.55313,0.84457,1.12546,0.76294,0.68057,0.71308,0.54634,0.75429,0.67862,0.70245,0.53072,1.27489,2.32432,1.34863,1.50599,0.000140137,0.000140137,0.000140137
80,9926.96,0.80315,1.53367,0.82914,1.11868,0.72301,0.70288,0.71188,0.55149,0.72202,0.69865,0.70223,0.53185,1.28164,2.33893,1.3517,1.51463,0.000134403,0.000134403,0.000134403
81,10048.6,0.80855,1.54854,0.82973,1.11845,0.75095,0.66231,0.70904,0.54405,0.74087,0.66724,0.69571,0.52472,1.28832,2.35265,1.35121,1.51287,0.00012875,0.00012875,0.00012875
82,10172.8,0.81494,1.55826,0.83409,1.11731,0.73778,0.69178,0.71373,0.54969,0.72698,0.694,0.7038,0.532,1.28109,2.32901,1.34599,1.51034,0.000123182,0.000123182,0.000123182
83,10296.9,0.79915,1.51855,0.81016,1.10969,0.75218,0.67273,0.70641,0.54404,0.75301,0.67462,0.69902,0.52821,1.28377,2.36656,1.34917,1.52041,0.000117702,0.000117702,0.000117702
84,10419.6,0.8031,1.5305,0.81909,1.11335,0.75566,0.67608,0.71808,0.54905,0.75435,0.67506,0.70597,0.53035,1.28416,2.36593,1.33728,1.51686,0.000112314,0.000112314,0.000112314
85,10542,0.79443,1.51445,0.8073,1.10612,0.76217,0.67363,0.71272,0.54902,0.76267,0.67073,0.70873,0.53185,1.27116,2.34769,1.34396,1.5049,0.000107023,0.000107023,0.000107023
86,10664.2,0.78744,1.50484,0.79876,1.09896,0.74252,0.67049,0.70918,0.54312,0.73535,0.66974,0.70063,0.52674,1.26841,2.37767,1.34849,1.50385,0.000101832,0.000101832,0.000101832
87,10788.7,0.79236,1.51712,0.80185,1.10709,0.74743,0.68559,0.71494,0.54895,0.74332,0.68719,0.70404,0.53051,1.27431,2.33978,1.34777,1.51168,9.67432e-05,9.67432e-05,9.67432e-05
88,10914.1,0.78939,1.51337,0.79649,1.09853,0.72415,0.69284,0.71677,0.54886,0.71668,0.69067,0.70524,0.53094,1.28692,2.3662,1.36653,1.52233,9.17616e-05,9.17616e-05,9.17616e-05
89,11036.6,0.7843,1.50937,0.78571,1.10044,0.76226,0.65817,0.70633,0.54616,0.7155,0.68323,0.69394,0.52871,1.27845,2.36153,1.36217,1.51143,8.68902e-05,8.68902e-05,8.68902e-05
90,11158.9,0.78319,1.49936,0.78298,1.10101,0.75333,0.67874,0.71503,0.552,0.76147,0.66396,0.70679,0.53143,1.26273,2.37904,1.34521,1.49622,8.21322e-05,8.21322e-05,8.21322e-05
91,11280.3,0.77601,1.50189,0.7738,1.09531,0.73666,0.68736,0.71131,0.55028,0.73192,0.6818,0.70044,0.53195,1.28465,2.38154,1.34908,1.5126,7.74911e-05,7.74911e-05,7.74911e-05
92,11404.4,0.76155,1.46748,0.75875,1.08838,0.72368,0.6904,0.71139,0.5492,0.71666,0.68441,0.69993,0.5305,1.27193,2.35819,1.34608,1.51087,7.29698e-05,7.29698e-05,7.29698e-05
93,11529.4,0.76763,1.47616,0.7645,1.09104,0.72691,0.69187,0.70386,0.54467,0.71931,0.68637,0.69219,0.52555,1.25937,2.37556,1.35263,1.50313,6.85717e-05,6.85717e-05,6.85717e-05
94,11651.5,0.77487,1.4863,0.76382,1.09163,0.72722,0.70136,0.71506,0.55174,0.72313,0.69524,0.70553,0.53266,1.26745,2.38102,1.34223,1.51187,6.42995e-05,6.42995e-05,6.42995e-05
95,11774.2,0.76321,1.48837,0.7545,1.08808,0.74241,0.68417,0.71671,0.55248,0.7341,0.66803,0.6959,0.53019,1.27534,2.37981,1.34243,1.51469,6.01564e-05,6.01564e-05,6.01564e-05
96,11897.4,0.77007,1.47327,0.76527,1.09252,0.74177,0.68436,0.71505,0.55066,0.73492,0.67755,0.69915,0.52899,1.27882,2.38428,1.34595,1.52335,5.6145e-05,5.6145e-05,5.6145e-05
97,12022.9,0.75915,1.4621,0.7516,1.08404,0.78434,0.66209,0.71544,0.55321,0.78019,0.65814,0.70147,0.53106,1.27809,2.40307,1.3427,1.52075,5.22683e-05,5.22683e-05,5.22683e-05
98,12146,0.75864,1.47342,0.75128,1.08647,0.751,0.68346,0.71366,0.55057,0.75415,0.67182,0.69952,0.53102,1.26768,2.39386,1.33469,1.51454,4.85288e-05,4.85288e-05,4.85288e-05
99,12267.7,0.75588,1.45137,0.74281,1.08422,0.74275,0.68536,0.71486,0.5532,0.73428,0.68418,0.70177,0.53361,1.26324,2.39645,1.33277,1.51162,4.4929e-05,4.4929e-05,4.4929e-05
100,12389.7,0.75675,1.47058,0.75128,1.08581,0.74036,0.68597,0.7162,0.5527,0.73154,0.68097,0.7001,0.5329,1.2691,2.38849,1.32771,1.51745,4.14716e-05,4.14716e-05,4.14716e-05
101,12529.4,0.66439,1.2381,0.56298,1.01857,0.77382,0.65794,0.70648,0.54725,0.76743,0.65683,0.6948,0.52387,1.27138,2.423,1.3391,1.52354,3.81587e-05,3.81587e-05,3.81587e-05
102,12651.3,0.64422,1.20502,0.52852,1.00109,0.75964,0.6635,0.71208,0.5483,0.75427,0.66418,0.69913,0.52817,1.27885,2.40579,1.33155,1.53454,3.49928e-05,3.49928e-05,3.49928e-05
103,12772,0.63743,1.19975,0.51467,0.99708,0.75183,0.68559,0.7139,0.55104,0.75095,0.67917,0.70118,0.5286,1.27821,2.41492,1.32417,1.53504,3.19759e-05,3.19759e-05,3.19759e-05
104,12891.9,0.63857,1.20353,0.51138,1.00094,0.75188,0.67952,0.7162,0.55339,0.74717,0.67558,0.70188,0.5321,1.27093,2.41286,1.33091,1.53109,2.91101e-05,2.91101e-05,2.91101e-05
105,13012.3,0.62886,1.18976,0.50633,0.99149,0.73759,0.68205,0.71408,0.55504,0.73582,0.67451,0.70044,0.53542,1.27791,2.42306,1.33,1.5441,2.63975e-05,2.63975e-05,2.63975e-05
106,13134.7,0.62956,1.19916,0.49803,0.99831,0.76448,0.67527,0.71397,0.55208,0.75726,0.66898,0.70015,0.53249,1.2771,2.42184,1.33863,1.53826,2.38398e-05,2.38398e-05,2.38398e-05
107,13255.7,0.62106,1.17646,0.49032,0.98893,0.77255,0.66408,0.71646,0.55276,0.76254,0.66355,0.69982,0.53293,1.28331,2.41669,1.34313,1.54499,2.14388e-05,2.14388e-05,2.14388e-05
108,13375.6,0.62176,1.18128,0.49499,0.98522,0.74788,0.68077,0.7129,0.55195,0.74147,0.67628,0.69996,0.53187,1.28437,2.42431,1.34269,1.54997,1.91962e-05,1.91962e-05,1.91962e-05
109,13496.3,0.61862,1.17271,0.4867,0.98639,0.75899,0.67363,0.71429,0.55335,0.7457,0.6688,0.69808,0.53205,1.28416,2.42996,1.34347,1.54904,1.71135e-05,1.71135e-05,1.71135e-05
110,13615.9,0.61482,1.16141,0.48426,0.98207,0.75493,0.68004,0.71381,0.55292,0.74399,0.67382,0.69975,0.53227,1.2861,2.43907,1.34259,1.55176,1.51921e-05,1.51921e-05,1.51921e-05
111,13737,0.60838,1.17114,0.47977,0.9809,0.76105,0.67342,0.71664,0.55377,0.75402,0.66964,0.70215,0.53431,1.28321,2.42954,1.33746,1.5484,1.34334e-05,1.34334e-05,1.34334e-05
112,13860,0.61636,1.17707,0.48882,0.98812,0.76761,0.66657,0.71509,0.55377,0.75509,0.6686,0.70058,0.53356,1.28468,2.43734,1.34792,1.54947,1.18384e-05,1.18384e-05,1.18384e-05
113,13979.7,0.60612,1.16636,0.47762,0.97838,0.7626,0.66624,0.71422,0.55194,0.75696,0.66501,0.69996,0.53216,1.28567,2.43562,1.34712,1.55183,1.04085e-05,1.04085e-05,1.04085e-05
114,14099.1,0.60669,1.15059,0.47628,0.97837,0.76462,0.67062,0.71462,0.55256,0.7455,0.67187,0.70059,0.53278,1.28197,2.43186,1.34545,1.54872,9.14441e-06,9.14441e-06,9.14441e-06
115,14219.8,0.60119,1.14932,0.46767,0.97659,0.75896,0.67467,0.71433,0.5524,0.75275,0.67669,0.70294,0.53469,1.28445,2.44081,1.34354,1.55331,8.04714e-06,8.04714e-06,8.04714e-06
116,14341.3,0.60046,1.14941,0.47552,0.97331,0.76069,0.67384,0.71443,0.55165,0.74644,0.67743,0.70154,0.53335,1.28687,2.44163,1.34346,1.55472,7.1174e-06,7.1174e-06,7.1174e-06
117,14462.9,0.60887,1.15293,0.4773,0.97702,0.7623,0.66806,0.71435,0.55266,0.75502,0.66781,0.7033,0.53495,1.28393,2.43808,1.34514,1.55087,6.35583e-06,6.35583e-06,6.35583e-06
118,14583.1,0.60593,1.16183,0.46936,0.97639,0.75805,0.67341,0.71459,0.55384,0.74677,0.67587,0.70253,0.53381,1.28303,2.4447,1.3471,1.55075,5.76296e-06,5.76296e-06,5.76296e-06
119,14702.4,0.59999,1.15346,0.47348,0.97526,0.76104,0.67745,0.71778,0.55356,0.7509,0.67671,0.70377,0.53559,1.28503,2.44194,1.34747,1.55244,5.33919e-06,5.33919e-06,5.33919e-06
120,14822.9,0.60247,1.1571,0.47567,0.97612,0.75565,0.67712,0.71499,0.55294,0.74762,0.6794,0.70361,0.53372,1.28368,2.43936,1.34632,1.5511,5.08481e-06,5.08481e-06,5.08481e-06
1,229.678,1.64406,3.41712,3.05463,1.77078,0.32148,0.36481,0.35211,0.25154,0.34307,0.36632,0.33795,0.22389,1.69974,4.11546,2.8331,1.88139,0.0670234,0.000333097,0.000333097
2,459.9,1.56025,3.12353,2.63346,1.70312,0.31075,0.42807,0.39617,0.25936,0.33472,0.42363,0.39598,0.24525,1.62936,3.13252,2.44911,1.82361,0.0340194,0.000662369,0.000662369
3,688.078,1.53164,2.90754,2.49527,1.68956,0.42228,0.42464,0.41604,0.26739,0.42735,0.42637,0.41075,0.25855,1.6565,3.01918,2.30324,1.83288,0.000999216,0.000975542,0.000975542
4,919.893,1.50387,2.85299,2.38341,1.66582,0.52148,0.49206,0.48664,0.33797,0.50263,0.47722,0.47335,0.32805,1.55728,2.92944,2.15206,1.73976,0.000946048,0.000946048,0.000946048
5,1149.33,1.44532,2.74744,2.24721,1.61097,0.47776,0.4863,0.49341,0.33446,0.54453,0.46377,0.48481,0.33075,1.54638,2.71129,2.10896,1.75119,0.000905463,0.000905463,0.000905463
6,1379.68,1.41176,2.68359,2.16126,1.59208,0.54102,0.50977,0.50198,0.35979,0.54487,0.50264,0.49274,0.34941,1.52007,2.75049,2.05668,1.68521,0.000855018,0.000855018,0.000855018
7,1604.78,1.33953,2.60987,2.07354,1.54251,0.57804,0.52131,0.5297,0.40326,0.55927,0.5172,0.5227,0.38773,1.4227,2.61596,1.92316,1.6237,0.000795954,0.000795954,0.000795954
8,1830.51,1.30869,2.53765,1.99645,1.51882,0.56442,0.53204,0.53198,0.40131,0.56951,0.52819,0.52572,0.38134,1.43052,2.58757,2.02386,1.63289,0.000729725,0.000729725,0.000729725
9,2054.51,1.29359,2.47382,1.92692,1.49677,0.60194,0.566,0.5692,0.43706,0.59216,0.56032,0.56074,0.42473,1.34879,2.47684,1.77514,1.5357,0.000657963,0.000657963,0.000657963
10,2285.73,1.26771,2.39425,1.8663,1.47429,0.60371,0.53585,0.55343,0.41158,0.60509,0.52622,0.54721,0.40556,1.43949,2.46866,1.89914,1.6234,0.000582435,0.000582435,0.000582435
11,2505.17,1.27846,2.32375,1.79541,1.51251,0.60794,0.55312,0.56271,0.42219,0.60751,0.55168,0.56061,0.41654,1.40027,2.43115,1.81787,1.58587,0.000505,0.000505,0.000505
12,2720.11,1.23441,2.24138,1.66662,1.47839,0.61665,0.57021,0.58529,0.4453,0.61429,0.56588,0.57893,0.43619,1.35238,2.4088,1.74269,1.54368,0.000427565,0.000427565,0.000427565
13,2938.55,1.18952,2.14337,1.58556,1.43998,0.60128,0.57078,0.57795,0.44608,0.60127,0.57143,0.5735,0.43711,1.38093,2.42102,1.79172,1.59209,0.000352037,0.000352037,0.000352037
14,3157.75,1.12587,2.06016,1.47425,1.38988,0.62057,0.59181,0.60724,0.47328,0.61686,0.59031,0.6007,0.45987,1.3168,2.33004,1.69103,1.51804,0.000280275,0.000280275,0.000280275
15,3379.54,1.08833,1.97129,1.40756,1.36141,0.66218,0.58451,0.62132,0.4863,0.65761,0.58518,0.61622,0.4727,1.31648,2.34666,1.66589,1.51423,0.000214046,0.000214046,0.000214046
16,3600.07,1.05635,1.92112,1.33307,1.33213,0.66814,0.59071,0.62708,0.49174,0.6655,0.58773,0.62015,0.47693,1.2815,2.30219,1.61143,1.49027,0.000154982,0.000154982,0.000154982
17,3826,1.02197,1.87936,1.29103,1.3019,0.64497,0.60952,0.62771,0.49471,0.63791,0.60882,0.62072,0.47951,1.29139,2.33339,1.63761,1.50196,0.000104537,0.000104537,0.000104537
18,4044.47,0.99944,1.8498,1.24735,1.27862,0.69262,0.59242,0.64004,0.49823,0.6993,0.58148,0.63031,0.47814,1.28682,2.2974,1.57909,1.49364,6.39518e-05,6.39518e-05,6.39518e-05
19,4293.89,0.99198,1.82622,1.22329,1.27981,0.70593,0.59599,0.63884,0.50034,0.70065,0.59577,0.62925,0.4828,1.28273,2.30754,1.60123,1.49483,3.4227e-05,3.4227e-05,3.4227e-05
20,4516.7,0.97341,1.78943,1.19446,1.26794,0.67456,0.60434,0.63823,0.50248,0.67712,0.59739,0.6283,0.48496,1.2782,2.29163,1.59973,1.48837,1.60943e-05,1.60943e-05,1.60943e-05
1,181.628,1.4475,3.28632,3.52592,1.58197,0.47183,0.31621,0.32174,0.2534,0.46475,0.3133,0.31397,0.24406,1.42134,2.98864,2.78102,1.58257,0.0700426,0.0033286,0.0033286
2,358.133,1.44341,2.92612,2.80915,1.54922,0.5172,0.42537,0.40955,0.28727,0.46258,0.42301,0.40516,0.28687,1.56548,3.05002,2.47773,1.69689,0.040041,0.0066603,0.0066603
3,533.58,1.50097,2.96093,2.61737,1.58995,0.4052,0.41559,0.37045,0.25127,0.43841,0.41484,0.36044,0.24279,1.66976,3.47087,2.49878,1.82418,0.0100329,0.0099855,0.0099855
4,708.337,1.54309,3.0272,2.53817,1.62401,0.49649,0.45336,0.44127,0.30941,0.48281,0.45158,0.43514,0.29677,1.67795,3.13457,2.34296,1.79822,0.00997803,0.00997803,0.00997803
5,882.995,1.53737,3.01928,2.45942,1.62789,0.52549,0.43039,0.43581,0.31966,0.52977,0.42561,0.42941,0.30762,1.70461,3.26928,2.35353,1.85813,0.00996097,0.00996097,0.00996097
6,1053.64,1.50861,2.94231,2.34663,1.60247,0.4449,0.45709,0.45327,0.32042,0.55199,0.44742,0.44174,0.29881,1.60217,3.04656,2.22407,1.72788,0.00993906,0.00993906,0.00993906
7,1225.84,1.48784,2.87068,2.2929,1.58386,0.55533,0.49061,0.50941,0.36559,0.54091,0.49002,0.50054,0.35417,1.56546,2.8676,2.10059,1.70547,0.00991232,0.00991232,0.00991232
8,1400.32,1.46169,2.83903,2.21488,1.55724,0.47228,0.51816,0.50907,0.37227,0.45921,0.50992,0.4969,0.35925,1.52325,2.83741,2.01794,1.65833,0.00988079,0.00988079,0.00988079
9,1573.48,1.45319,2.76635,2.15244,1.55321,0.56129,0.48417,0.51404,0.36908,0.57607,0.47832,0.50881,0.36541,1.54626,2.77219,2.05076,1.69791,0.00984449,0.00984449,0.00984449
10,1744.2,1.42555,2.73823,2.0899,1.53193,0.52701,0.52221,0.53129,0.40096,0.56344,0.50641,0.52346,0.39505,1.51253,2.75923,1.95198,1.65274,0.00980345,0.00980345,0.00980345
11,1914.8,1.42088,2.71784,2.06515,1.52027,0.54698,0.48237,0.49159,0.37007,0.56009,0.48561,0.48545,0.36313,1.59063,2.94316,2.12251,1.72706,0.00975773,0.00975773,0.00975773
12,2086.97,1.39219,2.69582,2.00161,1.49728,0.60333,0.55346,0.54682,0.4116,0.60184,0.54683,0.53966,0.40072,1.48169,2.71214,1.92561,1.62712,0.00970736,0.00970736,0.00970736
13,2261.08,1.36033,2.63077,1.94807,1.47982,0.60525,0.55922,0.56302,0.41412,0.59939,0.557,0.55156,0.40764,1.44065,2.59668,1.88155,1.57724,0.00965239,0.00965239,0.00965239
14,2435.48,1.34853,2.606,1.90244,1.47091,0.61732,0.54663,0.57445,0.42983,0.60439,0.54918,0.56462,0.42074,1.42704,2.61206,1.81206,1.56955,0.00959289,0.00959289,0.00959289
15,2610.57,1.35067,2.57953,1.89698,1.47331,0.62539,0.53466,0.56552,0.42032,0.62008,0.52596,0.55378,0.41377,1.44086,2.60686,1.81307,1.5782,0.00952889,0.00952889,0.00952889
16,2781.89,1.35709,2.58837,1.87346,1.4663,0.59034,0.56164,0.57233,0.43111,0.58987,0.55505,0.56277,0.42253,1.41442,2.54262,1.82046,1.55669,0.00946048,0.00946048,0.00946048
17,2952.82,1.33055,2.55748,1.8312,1.45287,0.59853,0.56759,0.57313,0.42941,0.58127,0.5619,0.5578,0.42045,1.41444,2.55352,1.79094,1.54134,0.00938772,0.00938772,0.00938772
18,3123.49,1.30831,2.51152,1.80488,1.43998,0.62014,0.55055,0.58471,0.43786,0.60682,0.54257,0.56981,0.43246,1.41496,2.53594,1.77978,1.57215,0.00931067,0.00931067,0.00931067
19,3297.34,1.30989,2.49415,1.77172,1.43731,0.61864,0.56664,0.59436,0.46175,0.61169,0.56498,0.5835,0.45069,1.40223,2.52937,1.72702,1.54313,0.00922942,0.00922942,0.00922942
20,3471.9,1.30521,2.4967,1.76399,1.43069,0.58621,0.58887,0.58921,0.45621,0.58381,0.57914,0.57817,0.44516,1.39086,2.5293,1.76397,1.5574,0.00914405,0.00914405,0.00914405
21,3644.8,1.27269,2.44253,1.72645,1.41527,0.62897,0.57389,0.6064,0.47084,0.62455,0.56584,0.59362,0.45976,1.38108,2.4759,1.65573,1.51588,0.00905463,0.00905463,0.00905463
22,3815.76,1.28418,2.44374,1.71713,1.41878,0.61281,0.60368,0.60441,0.45821,0.60354,0.58926,0.58782,0.44618,1.4129,2.49864,1.70027,1.54336,0.00896127,0.00896127,0.00896127
23,3989.61,1.25577,2.4156,1.67678,1.40604,0.6358,0.58202,0.61079,0.47195,0.62953,0.57211,0.59676,0.45745,1.36212,2.46686,1.69229,1.50482,0.00886404,0.00886404,0.00886404
24,4163.65,1.26858,2.42533,1.68123,1.41062,0.62439,0.60242,0.60912,0.46086,0.61671,0.59757,0.5951,0.4533,1.36296,2.4253,1.66122,1.50709,0.00876305,0.00876305,0.00876305
25,4337.86,1.25154,2.38634,1.65521,1.3991,0.66296,0.5831,0.61491,0.46204,0.66219,0.57825,0.60432,0.45645,1.35818,2.39469,1.631,1.49114,0.00865839,0.00865839,0.00865839
26,4511.72,1.24436,2.38962,1.62592,1.37961,0.6322,0.6211,0.63028,0.47423,0.62449,0.61301,0.61397,0.46441,1.37289,2.38503,1.5941,1.49064,0.00855018,0.00855018,0.00855018
27,4682.5,1.24399,2.36531,1.62804,1.38411,0.63109,0.61096,0.61472,0.4674,0.63573,0.60724,0.60625,0.45799,1.35077,2.41363,1.6462,1.49399,0.00843851,0.00843851,0.00843851
28,4853.73,1.2264,2.33314,1.59569,1.36718,0.63311,0.60093,0.6274,0.48636,0.62384,0.59277,0.61307,0.47533,1.32549,2.3743,1.575,1.46559,0.00832349,0.00832349,0.00832349
29,5024.93,1.21635,2.33334,1.58397,1.37139,0.62924,0.60598,0.6232,0.48003,0.62295,0.60149,0.61155,0.46859,1.31837,2.36757,1.58648,1.46493,0.00820525,0.00820525,0.00820525
30,5197.21,1.21649,2.29845,1.5756,1.36855,0.66351,0.58986,0.63711,0.48426,0.66845,0.58807,0.62815,0.47379,1.32357,2.36789,1.55995,1.47464,0.00808389,0.00808389,0.00808389
31,5371.8,1.20266,2.2607,1.52761,1.3544,0.62444,0.61992,0.6292,0.49013,0.61438,0.61334,0.61536,0.47483,1.31184,2.35298,1.57214,1.46209,0.00795954,0.00795954,0.00795954
32,5542.93,1.18155,2.26965,1.52174,1.34332,0.65978,0.61433,0.63388,0.49497,0.65594,0.61729,0.62641,0.48191,1.32595,2.33797,1.54423,1.46792,0.00783231,0.00783231,0.00783231
33,5715.32,1.19113,2.28438,1.51142,1.34751,0.66772,0.64169,0.64281,0.49837,0.65721,0.62899,0.62496,0.48433,1.30421,2.36617,1.54856,1.4379,0.00770234,0.00770234,0.00770234
34,5889.23,1.18835,2.23896,1.49801,1.343,0.66775,0.62519,0.64775,0.4981,0.64534,0.63262,0.64227,0.48716,1.3201,2.31723,1.5131,1.45864,0.00756976,0.00756976,0.00756976
35,6063.53,1.17969,2.23945,1.48471,1.33964,0.65564,0.60714,0.62828,0.48674,0.64759,0.58444,0.61033,0.47308,1.34066,2.41738,1.59911,1.49909,0.00743468,0.00743468,0.00743468
36,6237.5,1.1523,2.21928,1.46581,1.32708,0.69268,0.60332,0.65221,0.51009,0.66561,0.61161,0.64184,0.49358,1.29143,2.30826,1.46422,1.43892,0.00729725,0.00729725,0.00729725
37,6409,1.15401,2.18639,1.46029,1.32484,0.69939,0.62226,0.65908,0.50791,0.69115,0.61638,0.6479,0.49507,1.28577,2.34399,1.50493,1.42526,0.00715761,0.00715761,0.00715761
38,6579.58,1.16081,2.18901,1.45157,1.3192,0.65026,0.64414,0.65417,0.50574,0.63684,0.63459,0.6347,0.49424,1.27833,2.28862,1.48535,1.42192,0.00701588,0.00701588,0.00701588
39,6751.57,1.15119,2.17921,1.43339,1.32119,0.66526,0.62879,0.65056,0.50718,0.67408,0.61051,0.63945,0.48728,1.26706,2.29404,1.5139,1.42297,0.00687222,0.00687222,0.00687222
40,6924.38,1.1495,2.19041,1.43543,1.31343,0.6628,0.62942,0.65174,0.51002,0.66299,0.62069,0.64014,0.48908,1.28127,2.2836,1.46985,1.42545,0.00672675,0.00672675,0.00672675
41,7098.13,1.14057,2.149,1.40097,1.30964,0.66891,0.63683,0.6581,0.51262,0.68257,0.61219,0.64866,0.49682,1.25995,2.26865,1.45959,1.41021,0.00657963,0.00657963,0.00657963
42,7268.78,1.12931,2.14149,1.37863,1.29963,0.69605,0.61215,0.65274,0.51357,0.6886,0.6068,0.64008,0.49597,1.26525,2.30674,1.47667,1.40234,0.00643101,0.00643101,0.00643101
43,7439.09,1.12415,2.12943,1.37313,1.29271,0.70699,0.61508,0.6585,0.51045,0.69646,0.60987,0.64525,0.49139,1.28082,2.2767,1.46381,1.41574,0.00628101,0.00628101,0.00628101
44,7610.35,1.1188,2.10415,1.35326,1.29029,0.67151,0.62173,0.65888,0.51536,0.67399,0.62368,0.65052,0.49826,1.25688,2.29583,1.4351,1.40043,0.00612981,0.00612981,0.00612981
45,7783.32,1.11409,2.10108,1.35803,1.29075,0.68709,0.63816,0.66468,0.51578,0.6639,0.64385,0.65338,0.5013,1.26966,2.26609,1.43104,1.41724,0.00597754,0.00597754,0.00597754
46,7953.78,1.11153,2.11018,1.34582,1.28352,0.69512,0.64639,0.6635,0.51285,0.68573,0.63617,0.64741,0.49214,1.27839,2.27936,1.45063,1.43015,0.00582435,0.00582435,0.00582435
47,8124.13,1.10077,2.07976,1.3153,1.27642,0.71837,0.62708,0.66848,0.52566,0.72361,0.6242,0.65731,0.50426,1.24995,2.25543,1.41409,1.40349,0.0056704,0.0056704,0.0056704
48,8293.83,1.10688,2.09368,1.33851,1.28583,0.68542,0.64134,0.66282,0.51828,0.66702,0.63602,0.64784,0.49888,1.28298,2.28024,1.43008,1.42588,0.00551584,0.00551584,0.00551584
49,8463.73,1.10011,2.06301,1.31991,1.2794,0.69912,0.63377,0.66403,0.5153,0.69614,0.63002,0.64894,0.5,1.26147,2.30566,1.43541,1.41137,0.00536081,0.00536081,0.00536081
50,8634.02,1.08738,2.05702,1.29464,1.2713,0.67171,0.66231,0.66802,0.5238,0.67388,0.65209,0.65733,0.50256,1.24301,2.25463,1.41708,1.39497,0.00520548,0.00520548,0.00520548
51,8803.71,1.07705,2.04511,1.27992,1.26493,0.69256,0.64968,0.66979,0.52478,0.69169,0.64126,0.65294,0.50627,1.25764,2.27597,1.41324,1.41224,0.00505,0.00505,0.00505
52,8976.56,1.0764,2.01799,1.28355,1.26214,0.67301,0.66406,0.66442,0.51878,0.68126,0.65012,0.64971,0.5047,1.24965,2.24753,1.44057,1.39957,0.00489452,0.00489452,0.00489452
53,9147.39,1.06441,1.99037,1.25029,1.25141,0.70316,0.6462,0.67154,0.53031,0.69526,0.63766,0.65402,0.51063,1.21147,2.22974,1.38217,1.36916,0.00473919,0.00473919,0.00473919
54,9320.98,1.0682,2.00963,1.24267,1.25517,0.68232,0.66299,0.67767,0.53324,0.68203,0.65116,0.66334,0.51411,1.22817,2.22967,1.38864,1.37827,0.00458416,0.00458416,0.00458416
55,9495.4,1.06869,2.02744,1.25745,1.24807,0.68302,0.66285,0.67554,0.53407,0.67123,0.65372,0.65659,0.51119,1.22718,2.21373,1.36905,1.38113,0.0044296,0.0044296,0.0044296
56,9669.52,1.0709,1.99917,1.23839,1.25417,0.6916,0.66197,0.68608,0.54019,0.68688,0.65506,0.67094,0.5247,1.22502,2.19743,1.34887,1.37826,0.00427565,0.00427565,0.00427565
57,9843,1.04784,1.96499,1.22211,1.23767,0.69517,0.66232,0.67399,0.53148,0.68971,0.65505,0.66216,0.5152,1.25854,2.21765,1.38315,1.39321,0.00412246,0.00412246,0.00412246
58,10015.3,1.03797,1.96258,1.20563,1.22918,0.68978,0.6678,0.67803,0.53347,0.68345,0.66182,0.66455,0.51574,1.24349,2.20465,1.36057,1.38499,0.00397019,0.00397019,0.00397019
59,10189.3,1.0379,1.94727,1.2067,1.23872,0.67044,0.67863,0.68044,0.53777,0.72385,0.61834,0.66457,0.51417,1.2256,2.21846,1.36731,1.37889,0.00381899,0.00381899,0.00381899
60,10363.1,1.03665,1.94454,1.19001,1.23685,0.72241,0.6593,0.68245,0.53668,0.70905,0.64913,0.66476,0.51692,1.23502,2.21876,1.35712,1.38399,0.00366899,0.00366899,0.00366899
61,10537.8,1.01763,1.91374,1.17398,1.21711,0.70242,0.6581,0.68392,0.54425,0.69623,0.65383,0.67181,0.52234,1.19568,2.21447,1.33394,1.3473,0.00352037,0.00352037,0.00352037
62,10712.1,1.02106,1.91094,1.16513,1.2187,0.69996,0.6754,0.68262,0.54025,0.68344,0.67086,0.66837,0.51844,1.21806,2.22022,1.36457,1.36456,0.00337325,0.00337325,0.00337325
63,10884,1.00167,1.90029,1.15686,1.21458,0.7098,0.67053,0.6963,0.54728,0.70327,0.66415,0.68047,0.52773,1.20168,2.19988,1.34441,1.36398,0.00322778,0.00322778,0.00322778
64,11055.3,1.02111,1.9284,1.15983,1.21923,0.71433,0.66022,0.68972,0.54113,0.71151,0.65966,0.67851,0.52409,1.2256,2.18151,1.3335,1.36687,0.00308412,0.00308412,0.00308412
65,11228.9,0.99639,1.86702,1.13133,1.21051,0.70863,0.67992,0.69106,0.54684,0.70732,0.65839,0.67463,0.52288,1.22545,2.20384,1.3464,1.3727,0.00294239,0.00294239,0.00294239
66,11403.2,1.00047,1.86531,1.11523,1.20397,0.73654,0.65801,0.68871,0.54371,0.69209,0.67288,0.67225,0.52582,1.22526,2.21287,1.35682,1.37036,0.00280275,0.00280275,0.00280275
67,11577.4,1.00158,1.86702,1.11962,1.20591,0.75033,0.65083,0.69395,0.54886,0.72266,0.6482,0.68111,0.52774,1.22403,2.19792,1.3355,1.36328,0.00266532,0.00266532,0.00266532
68,11750.7,1.00891,1.90019,1.12362,1.20592,0.71478,0.66307,0.69555,0.55064,0.70361,0.65794,0.68135,0.52895,1.21138,2.18437,1.3288,1.365,0.00253024,0.00253024,0.00253024
